exp_id,model,batch_size,lr,weight_decay,dropout,seed,unique_id,duration,total_energy_J,accuracy_0,accuracy,precision_0,precision,recall_0,recall,specificity_0,specificity,epochs,optimizer,test_accuracy,Pg_0,Pg,EDP,EDPinv,EDPinv_per_epoch,EEDP,EEDPinv,EEDP2,EEDPinv2,FLOPS,FLOPS_,FPJ,n_samples,rate,tot_samples,SPJ,Eg,Eg2,Eg3
2012,vit_b_32,128,0.035,0.0,0.0,2,2012_vit_b_32,2562.1847165599465,324885.48707398574,0.6709,0.866,0.6942815684684159,0.8664733523824854,0.6724872154326664,0.866190727878664,0.9966757546855208,0.9986464634696438,10,SGD,0.8575,0.3121988894739725,0.6490802605498511,832416629.6131003,1.2013215070736766e-09,1.2013215070736765e-10,83241662.96131004,1.2013215070736762e-08,8324166.296131005,1.2013215070736762e-06,4398947904,43989479040,135399.9510294602,,,,,,,
2013,vit_b_32,128,0.035,0.0,0.0,3,2013_vit_b_32,2547.006213780958,319746.2607330739,0.6629,0.8652,0.6766247107735184,0.8639049681303024,0.6629784642684717,0.8648549331468012,0.9965949463713528,0.9986383825893156,10,SGD,0.8603,0.2963561712871795,0.645556121087189,814395712.9203657,1.2279043027057086e-09,1.2279043027057086e-10,81439571.29203658,1.2279043027057084e-08,8143957.129203658,1.2279043027057083e-06,4398947904,43989479040,137576.2110216597,,,,,,,
2014,vit_b_32,128,0.035,0.0,0.0,4,2014_vit_b_32,2555.9407432179432,323805.0791710493,0.6519,0.8588,0.6798609596160506,0.8595884255018953,0.6547884774391872,0.8589809914848553,0.996483835744952,0.9985737363033244,10,SGD,0.8568,0.289182741514597,0.6332078460517357,827626594.7141967,1.2082743671925246e-09,1.2082743671925247e-10,82762659.47141966,1.2082743671925246e-08,8276265.947141967,1.2082743671925247e-06,4398947904,43989479040,135851.7264541198,,,,,,,
2015,vit_b_32,128,0.035,0.0,0.0,5,2015_vit_b_32,2533.438789554988,321997.49872141285,0.6464,0.8655,0.677876443064196,0.8653274813533876,0.6496787016599491,0.8661141232974368,0.996428279134268,0.9986414127363094,10,SGD,0.8611,0.2836589976020945,0.6477870488957007,815760953.40051,1.2258493077310052e-09,1.2258493077310052e-10,81576095.340051,1.2258493077310053e-08,8157609.5340051,1.2258493077310053e-06,4398947904,43989479040,136614.35015698368,,,,,,,
2016,vit_b_32,128,0.035,0.0,0.0,6,2016_vit_b_32,2532.4401104659773,322486.4253053477,0.6825,0.8603,0.6983289347745996,0.8607092761500277,0.6835968608281858,0.8601983377416738,0.9967929273315712,0.9985888880258914,10,SGD,0.8604,0.3247638643039032,0.6360506993470316,816677558.524053,1.2244734651546665e-09,1.2244734651546665e-10,81667755.8524053,1.2244734651546664e-08,8166775.58524053,1.2244734651546664e-06,4398947904,43989479040,136407.22705877732,,,,,,,
2017,vit_b_32,128,0.035,0.0,0.0,7,2017_vit_b_32,2538.662573425914,322067.8878699424,0.6561,0.8648,0.6845246711248797,0.8645054093302784,0.6572647563415985,0.8649289462320701,0.996526260229642,0.998634342492142,10,SGD,0.8602,0.2941631286459805,0.6457587876015188,817621693.0377568,1.2230595255914047e-09,1.2230595255914047e-10,81762169.30377568,1.2230595255914047e-08,8176216.930377568,1.2230595255914048e-06,4398947904,43989479040,136584.4925768068,,,,,,,
2018,vit_b_32,128,0.035,0.0,0.0,8,2018_vit_b_32,2551.5164309439715,322303.6652373115,0.6378,0.8604,0.6607455342862016,0.8588261054005616,0.6342141599175914,0.8586209977033207,0.9963414112203745,0.9985898978640648,10,SGD,0.8596,0.2662949110510659,0.6335695727086733,822363097.6064656,1.2160078715965693e-09,1.2160078715965692e-10,82236309.76064655,1.2160078715965694e-08,8223630.976064656,1.2160078715965693e-06,4398947904,43989479040,136484.57583506114,,,,,,,
2019,vit_b_32,128,0.035,0.0,0.0,9,2019_vit_b_32,2529.1504477909766,322358.69951971306,0.6477,0.8646,0.6750893361594404,0.865054937660557,0.6497970471084616,0.8645567422374911,0.9964414115639282,0.998632322241714,10,SGD,0.863,0.2831161518056286,0.6457405230058676,815293649.2395991,1.2265519312368877e-09,1.2265519312368876e-10,81529364.92395991,1.2265519312368877e-08,8152936.492395991,1.2265519312368876e-06,4398947904,43989479040,136461.27467799245,,,,,,,
2021,vit_b_32,128,0.04,0.0,0.0,1,2021_vit_b_32,2535.228120952961,322544.27899676806,0.6626,0.8678,0.687354900950901,0.8664580790214955,0.6613454958229933,0.8661748255457167,0.9965919165914552,0.9986646454457332,10,SGD,0.8607,0.3001775616454388,0.6504178236854982,817723326.365104,1.222907513773811e-09,1.2229075137738112e-10,81772332.63651039,1.2229075137738113e-08,8177233.2636510385,1.2229075137738112e-06,4398947904,43989479040,136382.76014947015,,,,,,,
2022,vit_b_32,128,0.04,0.0,0.0,2,2022_vit_b_32,2552.167818643968,319983.0763881485,0.6658,0.8649,0.687376263186332,0.864877590800852,0.6680921693735787,0.8650312609117243,0.996624239489216,0.9986353523488722,10,SGD,0.8584,0.304723640939842,0.6461885828978355,816650510.0685271,1.2245140212011716e-09,1.2245140212011717e-10,81665051.00685272,1.2245140212011714e-08,8166505.100685271,1.2245140212011716e-06,4398947904,43989479040,137474.3925101824,,,,,,,
2023,vit_b_32,128,0.04,0.0,0.0,3,2023_vit_b_32,2528.920557445963,320427.18310687307,0.6495,0.8662,0.6638392574012437,0.8650898291118421,0.6498042821149242,0.8657612239077372,0.9964595927118336,0.9986484836086827,10,SGD,0.8599,0.2791800292448761,0.6478734202175891,810334890.523473,1.2340576861425824e-09,1.2340576861425825e-10,81033489.0523473,1.2340576861425825e-08,8103348.90523473,1.2340576861425825e-06,4398947904,43989479040,137283.85530052878,,,,,,,
2024,vit_b_32,128,0.04,0.0,0.0,4,2024_vit_b_32,2544.9558514020173,322040.2017179038,0.668,0.8585,0.6943493996427875,0.8591609803840692,0.6697982165785777,0.8589181367407785,0.9966464621296298,0.99857070599802,10,SGD,0.8586,0.3096275833461829,0.6326236727828105,819578095.7486652,1.2201399783464486e-09,1.2201399783464486e-10,81957809.57486652,1.2201399783464487e-08,8195780.957486652,1.2201399783464487e-06,4398947904,43989479040,136596.23489657755,,,,,,,
2025,vit_b_32,128,0.04,0.0,0.0,5,2025_vit_b_32,2549.7490009280154,325408.92753524147,0.6645,0.8666,0.6862644901824894,0.867249641320744,0.6676125967089195,0.8672352216177209,0.9966111076061848,0.998652523858912,10,SGD,0.8633,0.3034147982275259,0.6508997809213688,829711087.8760389,1.2052388049433934e-09,1.2052388049433935e-10,82971108.78760388,1.2052388049433935e-08,8297110.878760388,1.2052388049433936e-06,4398947904,43989479040,135182.15180262987,,,,,,,
