unique_id,exp_id,batch_size,lr,epochs,optimizer,project,source_file,model,duration,total_energy_J,accuracy_0,accuracy,precision_0,precision,recall_0,recall,specificity_0,specificity,test_accuracy,Pg_0,Pg,weight_decay,dropout,duration_minus_load,energy_minus_load,n_samples,rate,tot_samples,SPJ,EDP,EDPinv,EDPinv_per_epoch,EEDP,EEDPinv
3037_vit_small_patch32_224,3037,256,0.03,10,SGD,24_03,project_24_03conf.csv,vit_small_patch32_224,620.8445422580699,84947.04997382016,0.821,0.8837,0.8239881271119818,0.8839116658849807,0.8219953769225651,0.8837004042029046,0.9981919178823252,0.9988252516743822,0.8808,0.5550697184226348,0.6894587502006149,0.0,0.0,620.2122388120819,84907.73514467054,48000,8,480000,5.65319519101704,52660816.506539404,1.898945110119628e-08,1.898945110119628e-09,5266081.650653942,1.8989451101196283e-07
31020_vit_tiny_patch16_224,31020,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,703.0668677589856,89745.47300541132,0.7836,0.8617,0.7937615654902966,0.8606703034107162,0.7839145833399964,0.8608728176084007,0.997814139746268,0.998603029237102,0.8682,0.4865224569386573,0.6375654662057881,0.0,0.0,702.6370576606132,89722.84151682095,48000,8,480000,5.349808274964309,63042593.36832858,1.5862291612235312e-08,1.586229161223531e-09,6304259.336832859,1.586229161223531e-07
31021_vit_tiny_patch16_224,31021,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,702.2607844419545,89419.81886636616,0.7829,0.8638,0.7928381060464537,0.8628740189621125,0.7827638095679952,0.8643478946798042,0.9978070688004452,0.9986242412281008,0.8611,0.4848061528442642,0.6433558806678362,0.0,0.0,701.830974343582,89397.18737777579,48000,8,480000,5.369296440743821,62741715.12092016,1.5938359320792092e-08,1.593835932079209e-09,6274171.512092016,1.5938359320792096e-07
31022_vit_tiny_patch16_224,31022,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,719.1367808689829,91718.02593863172,0.7767,0.8641,0.7900120371673341,0.8634022078248571,0.776497610113293,0.8634588592178516,0.997744442375328,0.998627271468012,0.8657,0.4753860730713649,0.6433128579970216,0.0,0.0,718.7069707706105,91695.39445004136,48000,8,480000,5.234723105548335,65902119.17880547,1.5174018870118615e-08,1.5174018870118612e-09,6590211.917880546,1.5174018870118618e-07
31023_vit_tiny_patch16_224,31023,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,724.1614050490316,92827.93766708448,0.7706,0.8603,0.783050749991606,0.8603327087988896,0.7713327646477209,0.8608241658591947,0.9976828265437864,0.9985888878298472,0.8635,0.4643582767653645,0.6362349712749937,0.0,0.0,723.7315949506592,92805.30617849412,48000,8,480000,5.172118058387819,67166132.2604458,1.4888455927793552e-08,1.488845592779355e-09,6716613.22604458,1.488845592779355e-07
31024_vit_tiny_patch16_224,31024,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,705.8970651869895,89936.7720123726,0.7814,0.8673,0.8007476064174344,0.8666241109604607,0.7838326052016648,0.8679027643417921,0.9977919169082324,0.9986595945732956,0.865,0.4893643887514952,0.651461364409305,0.0,0.0,705.4672550886171,89914.14052378223,48000,8,480000,5.338426160822172,63431481.90896484,1.5765042371785875e-08,1.5765042371785872e-09,6343148.190896484,1.5765042371785877e-07
31025_vit_tiny_patch16_224,31025,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,699.1476639709435,89279.47548433981,0.7801,0.8598,0.7939938150971807,0.8604692564680899,0.7799230941780354,0.8597495546060254,0.9977787865203545,0.998583837517752,0.8668,0.4820071094693364,0.635168995838517,0.0,0.0,698.7178538725711,89256.84399574944,48000,8,480000,5.377738877064244,62365350.48014893,1.603454469991799e-08,1.603454469991799e-09,6236535.048014894,1.603454469991799e-07
31026_vit_tiny_patch16_224,31026,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,715.899461833993,90507.88635866532,0.7783,0.8631,0.7921281463105937,0.8628169493042533,0.7789799766204614,0.8633987435707802,0.9977606045155906,0.9986171707631228,0.8596,0.4791760711369274,0.64208160217193,0.0,0.0,715.4696517356206,90485.25487007496,48000,8,480000,5.304731701195046,64739453.789101385,1.5446531310839478e-08,1.5446531310839475e-09,6473945.378910139,1.5446531310839478e-07
31027_vit_tiny_patch16_224,31027,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,707.7682532150066,90721.37613661667,0.7775,0.8677,0.7898632306717821,0.8663682849676886,0.7760758575544712,0.8667459848901558,0.997752523458126,0.9986636352966748,0.863,0.4755315138191791,0.6507036124137215,0.0,0.0,707.3384431166342,90698.7446480263,48000,8,480000,5.292245243996828,64154708.83196808,1.5587320372993468e-08,1.5587320372993467e-09,6415470.883196808,1.558732037299347e-07
31028_vit_tiny_patch16_224,31028,128,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,696.3151316349395,89468.76058562592,0.7825,0.8652,0.7953594404024348,0.8646581707583607,0.7835190776523804,0.8656872100559201,0.997803028711764,0.9986383828521644,0.8634,0.4865664722096667,0.6467407350996829,0.0,0.0,695.8853215365671,89446.12909703555,48000,8,480000,5.366358553976913,62244248.306891866,1.6065741449226835e-08,1.6065741449226836e-09,6224424.830689187,1.6065741449226836e-07
31029_vit_tiny_patch16_224,31029,256,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,698.4697703600395,101002.82617365984,0.7122,0.8623,0.7178866849617791,0.8611450444339903,0.7113015339585327,0.8614014862993887,0.9970929270747504,0.9986090898477872,0.8603,0.3626162384578443,0.6387572235684251,0.0,0.0,698.0399602616671,100980.19468506948,48000,8,480000,4.753407353758756,70488211.0851813,1.418676945555552e-08,1.418676945555552e-09,7048821.108518131,1.4186769455555518e-07
31030_vit_tiny_patch16_224,31030,256,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,705.9973250379553,101812.15780922196,0.7136,0.8659,0.7174619738060362,0.8658868973975108,0.7142576233896792,0.8662070780697587,0.9971070681918358,0.9986454533677552,0.8618,0.3646283301619697,0.6485776291814728,0.0,0.0,705.5675149395829,101789.5263206316,48000,8,480000,4.715612866573577,71819383.1329253,1.392381772688262e-08,1.392381772688262e-09,7181938.313292529,1.392381772688262e-07
31031_vit_tiny_patch16_224,31031,256,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,704.5028984639794,102190.1474832606,0.7253,0.8673,0.7327136354190654,0.8661701105903669,0.7253467201025178,0.8668659407248388,0.9972252499798592,0.9986595947299868,0.8622,0.3844066296168531,0.6503422336583452,0.0,0.0,704.073088365607,102167.51599467023,48000,8,480000,4.698166489875707,71933398.51701002,1.390174829239482e-08,1.3901748292394816e-09,7193339.851701003,1.3901748292394818e-07
31032_vit_tiny_patch16_224,31032,256,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,697.557901186985,100968.46896472668,0.6806,0.8602,0.6910982941825107,0.8602274640316874,0.6833731895468483,0.860831575920077,0.9967737349524208,0.998587877728079,0.8599,0.3203954115864402,0.636088026533936,0.0,0.0,697.1280910886126,100945.83747613632,48000,8,480000,4.75502518975557,70372178.98308024,1.4210161095628893e-08,1.421016109562889e-09,7037217.898308022,1.4210161095628897e-07
31033_vit_tiny_patch16_224,31033,256,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,705.4401456048945,101688.17934758111,0.7323,0.8679,0.7393661462169066,0.8667528702686321,0.733670912738312,0.8684927090920026,0.9972959567993313,0.9986656551856244,0.8621,0.396163039589377,0.6524560585746021,0.0,0.0,705.0103355065221,101665.54785899074,48000,8,480000,4.721363432435892,71675262.00552145,1.3951815061701009e-08,1.3951815061701007e-09,7167526.200552144,1.395181506170101e-07
31034_vit_tiny_patch16_224,31034,256,0.03,10,SGD,24_03,project_24_03conf.csv,vit_tiny_patch16_224,707.9232310040388,101705.72495007564,0.7241,0.8594,0.7325380489148091,0.8592826843309885,0.7250140392777235,0.8592866106848881,0.9972131296087576,0.9985797971112408,0.8637,0.3834980316222849,0.6336540713887028,0.0,0.0,707.4934209056664,101683.09346148527,48000,8,480000,4.720548752598785,71940119.64133681,1.3900449498632745e-08,1.3900449498632743e-09,7194011.964133682,1.3900449498632745e-07
