exp_id,model,epoch,epoch_label,lr,dropout,weight_decay,optimizer,batch_size,val_accuracy,val_recall,val_precision,val_specificity,val_f1,Pg,energy_J,duration_s,SPJ,FPJ,EDP_inv,Eg,perfJ
872,vit_b_16,1,epoch_1,0.35,0.0,0.0,SGD,128,0.5713,0.5732225570861772,0.6422438237071317,0.9956696936655509,0.5724923773411937,0.20941255755952332,40769.33063323154,198.99570914101787,1.1773556066401212,423426.25546883256,1.2326015425599274e-07,0.06144805588453835,5.136521848823997e-06
872,vit_b_16,10,epoch_10,0.35,0.0,0.0,SGD,128,0.81,0.8089399617369253,0.8093252412365554,0.9980808066164093,0.808189901034809,0.529285624303339,408257.7233420138,1987.0462397725787,1.1757279104745433,422840.8679371942,1.2327006275919918e-09,0.0006128319521434001,1.296449752304956e-06
8672,vit_b_16,1,epoch_1,0.01,0.0,0.0,SGD,128,0.7155,0.7184347517500206,0.7218318339101767,0.9971262601277138,0.7048046255655914,0.3699841801667094,40918.27126541617,199.23211840796284,1.1730700861883492,421885.00330390054,1.2266576455750405e-07,0.06070736994720403,9.042028627426824e-06
8672,vit_b_16,10,epoch_10,0.01,0.0,0.0,SGD,128,0.8573,0.8572230220186461,0.8576668722068015,0.9985585846053595,0.8567699710102227,0.6293885460255941,408816.22138194356,1987.4163312213495,1.1741217077380885,422263.21034047054,1.2307873557714987e-09,0.000610210095876576,1.539539071854923e-06
8682,vit_b_16,1,epoch_1,0.02,0.0,0.0,SGD,128,0.7526,0.7544046794671334,0.7571865238315677,0.9975010079282827,0.7463476422893345,0.4288296511216847,41019.174353542396,200.19396153301932,1.170184450478944,420847.20816690923,1.217761141825967e-07,0.05997094400792753,1.0454370617643873e-05
8682,vit_b_16,10,epoch_10,0.02,0.0,0.0,SGD,128,0.8676,0.8676815547224388,0.8677536845452594,0.998662625099857,0.8671139467515044,0.6523717882164082,408146.5684662977,1987.9792733625509,1.1760481089029065,422956.02466704213,1.2324576315812656e-09,0.0006130449253654884,1.5983762663198211e-06
8692,vit_b_16,1,epoch_1,0.03,0.0,0.0,SGD,128,0.759,0.7604754446481686,0.7711967149537096,0.9975656544491356,0.7546072527538991,0.44405179561668456,40882.39967434383,200.15343106212094,1.174099377295675,422255.1793806137,1.2220826574823093e-07,0.0605871360816781,1.086168618167866e-05
8692,vit_b_16,10,epoch_10,0.03,0.0,0.0,SGD,128,0.8757,0.8756954931179045,0.8762816704246138,0.9987444433528113,0.8753984190668491,0.6711298690602486,408291.7284645307,1988.1448516885284,1.175629988403497,422805.6510701431,1.2319168497341423e-09,0.0006123402883618757,1.6437508337094594e-06
8702,vit_b_16,1,epoch_1,0.04,0.0,0.0,SGD,128,0.7828,0.7835557613992878,0.7928922206862212,0.9978060586985568,0.7787481534881309,0.4852672906834659,40809.87048727014,199.18920545908622,1.176186040947439,423005.63079181546,1.2301809124945166e-07,0.06120559913544814,1.189092944646408e-05
8702,vit_b_16,10,epoch_10,0.04,0.0,0.0,SGD,128,0.8799,0.8800519580417344,0.8802947638001233,0.998786867632121,0.8794837465487315,0.6808360968556902,407696.78613562393,1982.4433302620891,1.1773455575887806,423422.64141021157,1.2372627290447454e-09,0.0006167937396607386,1.6699569876648576e-06
8712,vit_b_16,1,epoch_1,0.25,0.0,0.0,SGD,128,0.6583,0.6591679419091008,0.7142059252922895,0.9965484818475916,0.6577311867353601,0.3088458809307471,41285.23166727005,202.56204441888258,1.1626433487607934,418135.1129897024,1.1957687582589686e-07,0.05813134252446625,7.480783526172939e-06
8712,vit_b_16,10,epoch_10,0.25,0.0,0.0,SGD,128,0.8327,0.8328737406516233,0.832255279795739,0.9983100995408313,0.8317723992205996,0.5762218971364319,409130.84426976094,1999.9853373975493,1.1732188045042906,421938.4886224258,1.222111881028967e-09,0.0006049773627946256,1.4084049276824978e-06
8722,vit_b_16,1,epoch_1,0.35,0.0,0.0,SGD,128,0.5884,0.5894006342738232,0.6735611307971273,0.995842420627652,0.5850553598591932,0.23262206282083814,40625.42333048673,198.12835506582633,1.1815261495128626,424926.15689361666,1.2423829040862502e-07,0.062375245789799506,5.7260218786759194e-06
8722,vit_b_16,10,epoch_10,0.35,0.0,0.0,SGD,128,0.8117,0.8118016431093177,0.8111001134840227,0.9980979781442829,0.8106239910830259,0.5334492513536576,408990.0950535516,1995.4428699193522,1.1736225542018337,422083.693878691,1.2253154549191908e-09,0.0006069807709875877,1.3043084852306993e-06
8791,vit_b_16,1,epoch_1,0.03,0.1,0.0,SGD,128,0.7016,0.6990675476817063,0.7114457377439207,0.9969858562859818,0.6844577862649136,0.34788804214356833,43179.637173194285,209.11374248797074,1.111635093353637,399790.4136794523,1.1074864888996791e-07,0.04921903125019921,8.056761587601657e-06
8791,vit_b_16,10,epoch_10,0.03,0.1,0.0,SGD,128,0.8762,0.87429406385707,0.8752824674668348,0.9987494939953234,0.873740157810964,0.6696773034165572,431103.39187076123,2093.1864416832104,1.1134219981825086,400433.0592967162,1.1081808656351341e-09,0.000494083521658831,1.5534030027240358e-06
8881,vit_b_16,1,epoch_1,0.03,0.05,0.0,SGD,128,0.754,0.7511971209601517,0.7571100396261717,0.9975151496191403,0.7440776225469753,0.42776354084617074,42915.295063820384,209.19629186205566,1.1184823482774156,402252.9725667285,1.1138684812098871e-07,0.050114374219121405,9.967624368189316e-06
8881,vit_b_16,10,epoch_10,0.03,0.05,0.0,SGD,128,0.8792,0.8777261214121258,0.8782038791285766,0.9987797970487486,0.8772121671804528,0.6768801882542358,429479.58476467757,2088.737261486938,1.1176317036419876,401947.04522355157,1.1147401951980903e-09,0.0005007733566444282,1.576047412416856e-06
412,vit_b_32,1,epoch_1,0.03,0.1,0.0,SGD,128,0.6197,0.6196989792194286,0.6464026863787916,0.9961585825186979,0.5989208461358405,0.24728280055088692,15583.538844578907,94.72190401703119,3.0801732827648394,282281.7042953164,6.774597427088199e-07,0.5890353691922938,1.5868205740502256e-05
412,vit_b_32,10,epoch_10,0.03,0.1,0.0,SGD,128,0.8604,0.8609248610133795,0.8615842884355607,0.9985898977638975,0.8590653368108896,0.6373097898095557,155629.3488771232,937.4293163530529,3.084251161257398,282655.4204421416,6.854408263672875e-09,0.005975538152296179,4.0950488735433965e-06
413,vit_b_32,1,epoch_1,0.03,0.1,0.0,SGD,128,0.6208,0.6211688460242233,0.6413509484298953,0.996169693455998,0.6001703908928832,0.24637148468769032,15693.702501965281,94.72903866693377,3.058551670263221,280300.197066252,6.726535744530808e-07,0.5766744089700634,1.56987482499326e-05
413,vit_b_32,10,epoch_10,0.03,0.1,0.0,SGD,128,0.8588,0.8581704542393728,0.8583558498493317,0.9985737360653664,0.8562525610581839,0.6317032402564469,156435.3111319088,941.0733152376488,3.068360950778282,281199.16610711603,6.792689309058221e-09,0.0058608718622754465,4.038111572672901e-06
