unique_id,exp_id,batch_size,lr,epochs,optimizer,model,duration,total_energy_J,accuracy_0,accuracy,precision_0,precision,recall_0,recall,specificity_0,specificity,test_accuracy,Pg_0,Pg,weight_decay,dropout,n_samples,rate,tot_samples
3214_vit_b_32,3214,96,0.03,10,SGD,vit_b_32,909.0448930340352,150873.7063623941,0.7321,0.8552,0.7586293864862264,0.8552444090915027,0.7323716793175695,0.8553577076349673,0.9972939373630356,0.9985373726396698,0.8562,0.4056530907495733,0.6246978815355684,0.0,0.0,48000,08,480000
3215_vit_b_32,3215,96,0.03,10,SGD,vit_b_32,914.1730322360528,151799.46104889756,0.7285,0.8583,0.7559712765195254,0.8583097271085656,0.7310718005048074,0.8590656203682882,0.9972575729212492,0.9985686853883649,0.8599,0.4015154173057771,0.6319568541968539,0.0,0.0,48000,08,480000
3216_vit_b_32,3216,96,0.03,10,SGD,vit_b_32,919.7567156080622,152590.5477225846,0.7251,0.8581,0.7489559462689168,0.8591201195497171,0.7258157797576469,0.8580636864150472,0.997223230625036,0.9985666657900788,0.8628,0.3930727807435812,0.6316672766120436,0.0,0.0,48000,08,480000
3217_vit_b_32,3217,96,0.03,10,SGD,vit_b_32,912.9219215610065,151295.8026162823,0.7259,0.8588,0.7448429733940816,0.8584395376752789,0.7261963511967175,0.8586327279053559,0.997231311221125,0.998573736389722,0.8618,0.3915538423344294,0.6321051451121044,0.0,0.0,48000,08,480000
3218_vit_b_32,3218,96,0.03,10,SGD,vit_b_32,916.317158116959,151740.70737698412,0.7348,0.8637,0.7540558678411401,0.8616961370011309,0.7322021678584939,0.8619468799279026,0.9973212099824498,0.9986232312240116,0.8601,0.4046119796624386,0.6406181404752367,0.0,0.0,48000,08,480000
3219_vit_b_32,3219,96,0.03,10,SGD,vit_b_32,913.7229728489184,151414.5388426686,0.7323,0.859,0.7549085980422983,0.8589551504679338,0.7349409068901593,0.8589543988234984,0.9972959576374214,0.9985757565441776,0.863,0.4051910888406152,0.6328703917944043,0.0,0.0,48000,08,480000
3221_vit_b_32,3221,156,0.03,10,SGD,vit_b_32,904.540835649008,148601.55233395225,0.7312,0.8634,0.7411440028349037,0.8618362395953109,0.729551085275612,0.862063102273094,0.9972848464131095,0.9986202009673764,0.8635,0.3942881358964344,0.6405841671105719,0.0,0.0,48000,08,480000
32210_vit_b_32,32210,156,0.03,10,SGD,vit_b_32,917.8843699460848,150699.15806534712,0.7209,0.8532,0.7293702456715971,0.8528605832283707,0.719285970231679,0.8523330552694743,0.9971808058428382,0.9985171705400524,0.8607,0.3771365013520912,0.6192895601721522,0.0,0.0,48000,08,480000
32211_vit_b_32,32211,156,0.03,10,SGD,vit_b_32,919.9849882051348,151088.33547334655,0.7053,0.864,0.7272081522552116,0.8642121633326024,0.7075531999180518,0.864602593384594,0.9970232295164364,0.9986262613309648,0.8623,0.3618236905730543,0.6446940076901104,0.0,0.0,48000,08,480000
32212_vit_b_32,32212,156,0.03,10,SGD,vit_b_32,903.5799577389844,148777.14121255692,0.7417,0.8576,0.7571426382782951,0.8579983442820412,0.7424514656174622,0.8582894203757613,0.9973909068179012,0.998561614908514,0.8619,0.415852633774748,0.6306375828742883,0.0,0.0,48000,08,480000
32213_vit_b_32,32213,156,0.03,10,SGD,vit_b_32,905.1337228489574,149346.156795822,0.7153,0.8557,0.731164031101319,0.8561752882396415,0.7166604309012173,0.8564418601850232,0.9971242402797638,0.9985424231554968,0.8643,0.3737366978986225,0.6265397469877843,0.0,0.0,48000,08,480000
32214_vit_b_32,32214,156,0.03,10,SGD,vit_b_32,909.0356497799512,149614.07223271104,0.7384,0.8561,0.7500733573253897,0.8553227770687983,0.7384547130067858,0.8561243228502284,0.9973575735876372,0.9985464634528324,0.8613,0.407915477561611,0.6259788328145178,0.0,0.0,48000,08,480000
32215_vit_b_32,32215,156,0.03,10,SGD,vit_b_32,920.0314995869994,150825.54330387505,0.7128,0.8558,0.7204858676586305,0.8563393468401185,0.7122108124517652,0.855654396757479,0.9970989877557536,0.9985434332673389,0.8625,0.3647035540734223,0.6261574147673782,0.0,0.0,48000,08,480000
3222_vit_b_32,3222,156,0.03,10,SGD,vit_b_32,922.9970392060932,150987.76152682464,0.7376,0.8598,0.7407982892057586,0.8596173187252013,0.7387018976219167,0.8594670860965415,0.9973494926450336,0.9985838371525676,0.8668,0.4025663449500898,0.6343316477531721,0.0,0.0,48000,08,480000
3223_vit_b_32,3223,156,0.03,10,SGD,vit_b_32,922.4503253661096,151244.2121819184,0.7247,0.8591,0.7367981428282725,0.8586747355919495,0.724928626793321,0.8587941139005169,0.9972191893682392,0.9985767663711764,0.8609,0.3860047605559225,0.6326200038168985,0.0,0.0,48000,08,480000
3224_vit_b_32,3224,156,0.03,10,SGD,vit_b_32,899.9004225709941,148114.085671683,0.7319,0.8535,0.7478555204785787,0.8530955062395178,0.7338480766147363,0.853527940193661,0.9972919171594992,0.9985202009096108,0.8619,0.4005879769968185,0.6205485675702682,0.0,0.0,48000,08,480000
3225_vit_b_32,3225,156,0.03,10,SGD,vit_b_32,903.5868045249954,149152.669346682,0.7329,0.8609,0.7450684639111315,0.861910120927916,0.7357193249328945,0.8618201266837079,0.9973020174116598,0.9985949480417892,0.8611,0.4006634853316359,0.6385878997689926,0.0,0.0,48000,08,480000
3226_vit_b_32,3226,156,0.03,10,SGD,vit_b_32,919.4745600379538,150502.6197892296,0.7292,0.8563,0.738551106477934,0.8571014937452276,0.7300601360164944,0.8561654620582569,0.997264644791778,0.9985484839607774,0.861,0.3920994839690572,0.6274585722522166,0.0,0.0,48000,08,480000
3227_vit_b_32,3227,156,0.03,10,SGD,vit_b_32,918.9632774798664,150440.34502387658,0.7217,0.8567,0.7331206701986963,0.8562852448887345,0.7223521912782235,0.8566536743730958,0.9971888869494312,0.9985525242538752,0.8646,0.3811172396520865,0.6275140055148469,0.0,0.0,48000,08,480000
3228_vit_b_32,3228,156,0.03,10,SGD,vit_b_32,914.4065803389532,150061.65450218783,0.7291,0.863,0.7354261731368916,0.8617096956690402,0.7270089220873119,0.8612605932843271,0.997263634178905,0.9986161605112956,0.8613,0.3887549244620778,0.6395948259138742,0.0,0.0,48000,08,480000
3229_vit_b_32,3229,156,0.03,10,SGD,vit_b_32,919.3896389137954,150802.41185910793,0.7177,0.8581,0.7345804962550322,0.8585389691819418,0.719844379557102,0.8580270497642575,0.9971484827831308,0.9985666656285024,0.8637,0.378425845896971,0.6312130342530367,0.0,0.0,48000,08,480000
3231_vit_small_patch32_224,3231,96,0.03,10,SGD,vit_small_patch32_224,651.6273173869122,78530.10484111957,0.8274,0.8814,0.8337236186876233,0.8806998293290819,0.827790441069747,0.8805229749694238,0.998256564326275,0.998802019287927,0.8812,0.5700332689297878,0.6826861030088588,0.0,0.0,48000,08,480000
32310_vit_small_patch32_224,32310,96,0.03,10,SGD,vit_small_patch32_224,651.7828036111314,78788.38781586132,0.8291,0.8799,0.8412514209659047,0.8789961175275158,0.8279574314968409,0.8795646782386554,0.9982737360033718,0.998786867723844,0.8805,0.5764881436150805,0.6794552811242878,0.0,0.0,48000,08,480000
32311_vit_small_patch32_224,32311,96,0.03,10,SGD,vit_small_patch32_224,645.5809826171026,78389.5053492306,0.8338,0.8808,0.8443541926902114,0.8813199584035067,0.8353417910339179,0.8816911805323733,0.9983212105382822,0.9987959584606692,0.8818,0.5871121425459472,0.6836033529741623,0.0,0.0,48000,08,480000
32312_vit_small_patch32_224,32312,96,0.03,10,SGD,vit_small_patch32_224,659.8586373638827,79885.92764085661,0.835,0.8785,0.8411975908547891,0.8784185550110615,0.8357185789751455,0.8790379522619586,0.998333331881354,0.9987727262035424,0.8817,0.5860303714282739,0.6775128976644075,0.0,0.0,48000,08,480000
32313_vit_small_patch32_224,32313,96,0.03,10,SGD,vit_small_patch32_224,643.934555699816,78187.7118979746,0.8245,0.8768,0.835166978502657,0.8773268553102953,0.8250569185638074,0.8780614082877228,0.9982272714053338,0.998755554627562,0.881,0.5671230715403907,0.674599573343202,0.0,0.0,48000,08,480000
32314_vit_small_patch32_224,32314,96,0.03,10,SGD,vit_small_patch32_224,656.2443777180742,79454.13233566536,0.8362,0.875,0.8433884236015894,0.874814280154447,0.8346955662161741,0.8748598087833546,0.9983454531867544,0.9987373727005148,0.8803,0.5876879009178868,0.6688268255060033,0.0,0.0,48000,08,480000
32315_vit_small_patch32_224,32315,96,0.03,10,SGD,vit_small_patch32_224,658.5978671060875,79696.41264834264,0.8401,0.8803,0.8477526957755553,0.880475098887838,0.8388956089137869,0.8796708169001991,0.9983848472915912,0.9987909081976454,0.8785,0.5964939818309482,0.680992838424895,0.0,0.0,48000,08,480000
3232_vit_small_patch32_224,3232,96,0.03,10,SGD,vit_small_patch32_224,645.2479309029877,78278.9573518164,0.8319,0.878,0.8404004051660183,0.8782307029075034,0.8327508193390751,0.8781497238671561,0.9983020187257248,0.9987676756962428,0.8828,0.5812117631430155,0.6762950041667716,0.0,0.0,48000,08,480000
3233_vit_small_patch32_224,3233,96,0.03,10,SGD,vit_small_patch32_224,656.2641623541713,79465.04214194987,0.8257,0.884,0.8317928128590395,0.8838858678260959,0.8249600527370146,0.8837097082412758,0.9982393923243156,0.9988282817534172,0.8833,0.5655943613078711,0.6896820327659801,0.0,0.0,48000,08,480000
3234_vit_small_patch32_224,3234,96,0.03,10,SGD,vit_small_patch32_224,652.2989597551059,79050.4225253028,0.835,0.8745,0.8437774754902146,0.8746945394891681,0.8351978294156517,0.8748337013843853,0.9983333320824967,0.9987323222809292,0.8803,0.587461394270237,0.6683298205397039,0.0,0.0,48000,08,480000
3235_vit_small_patch32_224,3235,96,0.03,10,SGD,vit_small_patch32_224,657.5759152569808,79634.2337708238,0.8278,0.881,0.8472969048584299,0.8814920355515927,0.8305132281083231,0.881672722364065,0.9982606042616542,0.9987979785548018,0.8776,0.5815024226565099,0.6838791455878419,0.0,0.0,48000,08,480000
3236_vit_small_patch32_224,3236,96,0.03,10,SGD,vit_small_patch32_224,649.9183855990414,78923.03742017533,0.8207,0.879,0.8329973570397466,0.8793245413756516,0.8219752711250321,0.8789076091036924,0.9981888877812622,0.9987777770302996,0.8787,0.5609182105009459,0.6785004879366642,0.0,0.0,48000,08,480000
3237_vit_small_patch32_224,3237,96,0.03,10,SGD,vit_small_patch32_224,652.7176134209149,79073.27621004096,0.8281,0.8758,0.8388763475572545,0.876728382058263,0.8290445275659789,0.8759670525821227,0.9982636351656744,0.9987454536799112,0.8813,0.5749152674327265,0.6717576081611526,0.0,0.0,48000,08,480000
3238_vit_small_patch32_224,3238,96,0.03,10,SGD,vit_small_patch32_224,655.0850502040703,79209.29018135593,0.8266,0.8834,0.8362692412020274,0.8818579463225634,0.8255104395977049,0.8820830888737653,0.9982484834500632,0.9988222212818764,0.8775,0.5696429845090905,0.6863627715427298,0.0,0.0,48000,08,480000
3239_vit_small_patch32_224,3239,96,0.03,10,SGD,vit_small_patch32_224,650.4174516380299,78894.11449995624,0.8291,0.8805,0.8416385433258091,0.88062465265531,0.8299586869419591,0.880414070334359,0.9982737361234044,0.9987929284186472,0.8818,0.5781474991550044,0.6818402472205874,0.0,0.0,48000,08,480000
3241_vit_small_patch32_224,3241,156,0.03,10,SGD,vit_small_patch32_224,645.657309200149,78193.7875424538,0.8364,0.8828,0.8393906456210576,0.8821285840267908,0.8364193857496888,0.8819948135275485,0.9983474734865504,0.9988161607128586,0.8825,0.5862514937622196,0.6860342706779282,0.0,0.0,48000,08,480000
32410_vit_small_patch32_224,32410,156,0.03,10,SGD,vit_small_patch32_224,628.2906907850411,77015.59925587667,0.8386,0.883,0.8449566141816324,0.8823053752338937,0.837978466707718,0.8826179539958392,0.9983696956755072,0.9988181808800144,0.8819,0.5928072642442357,0.6868135032381336,0.0,0.0,48000,08,480000
32411_vit_small_patch32_224,32411,156,0.03,10,SGD,vit_small_patch32_224,646.1416874201968,78790.37132265983,0.8384,0.8843,0.8477672626445739,0.8845035244626794,0.8402167276866409,0.8846073007705877,0.9983676752285584,0.9988313120293576,0.8833,0.5962244013536757,0.691101539756382,0.0,0.0,48000,08,480000
32412_vit_small_patch32_224,32412,156,0.03,10,SGD,vit_small_patch32_224,640.926553215133,77985.40335120648,0.8418,0.8796,0.8455907741725223,0.8795228193790421,0.8431809394631357,0.880128040018781,0.99840201880988,0.9987838373243332,0.8861,0.599232539528954,0.6800638593160636,0.0,0.0,48000,08,480000
32413_vit_small_patch32_224,32413,156,0.03,10,SGD,vit_small_patch32_224,636.0314117700327,77559.4113852528,0.8337,0.8839,0.8407004281873717,0.8842566230761048,0.8347175376759952,0.8847848729152034,0.9983202007675614,0.9988272718527592,0.8847,0.5840640389940733,0.6907319357988975,0.0,0.0,48000,08,480000
32414_vit_small_patch32_224,32414,156,0.03,10,SGD,vit_small_patch32_224,627.8355582421646,76840.20970424531,0.8393,0.8778,0.8472705709048869,0.8772973067232858,0.8384269693873831,0.8773816669085354,0.9983767663437816,0.998765655552023,0.8869,0.5952495153319199,0.674830228092617,0.0,0.0,48000,08,480000
32415_vit_small_patch32_224,32415,156,0.03,10,SGD,vit_small_patch32_224,639.8652560890187,78130.41867172692,0.8437,0.8848,0.8462649697416726,0.8847232038505528,0.8427155190715419,0.8845281575168527,0.99842121095482,0.9988363627766812,0.8809,0.6007436705418755,0.6916056599241369,0.0,0.0,48000,08,480000
3242_vit_small_patch32_224,3242,156,0.03,10,SGD,vit_small_patch32_224,643.3195971439127,77814.99898849656,0.8418,0.8789,0.8466569159407547,0.8793091778395489,0.8417507982561705,0.879667638064287,0.998402018812669,0.998776766613238,0.8824,0.5989704113159001,0.678997408947979,0.0,0.0,48000,08,480000
3243_vit_small_patch32_224,3243,156,0.03,10,SGD,vit_small_patch32_224,641.485175754875,77528.61084667536,0.8445,0.8788,0.8484147267182399,0.8779746016270257,0.844231463764344,0.8783621600517403,0.9984292914884167,0.9987757564527082,0.8844,0.6039301338707554,0.6768830064580195,0.0,0.0,48000,08,480000
3244_vit_small_patch32_224,3244,156,0.03,10,SGD,vit_small_patch32_224,642.1493656800594,77823.34488648863,0.8314,0.8767,0.8371347772764652,0.8764258602079121,0.8322444170289184,0.877039401553023,0.9982969684188422,0.9987545445198294,0.8811,0.5782505402320043,0.67304493965952,0.0,0.0,48000,08,480000
3245_vit_small_patch32_224,3245,156,0.03,10,SGD,vit_small_patch32_224,646.6463087799493,78602.19138924264,0.8447,0.884,0.8551133775266696,0.8845766567011804,0.8461409725079683,0.8847669081893977,0.9984313115089136,0.9988282816164454,0.8833,0.6102209483118515,0.6910467697160951,0.0,0.0,48000,08,480000
3246_vit_small_patch32_224,3246,156,0.03,10,SGD,vit_small_patch32_224,644.7720920830034,78494.26684547593,0.8395,0.8775,0.8425052497988677,0.8783615404216701,0.8391094139390637,0.8774827546264033,0.9983787868872984,0.998762625505882,0.8864,0.5925257850764833,0.6754937095873408,0.0,0.0,48000,08,480000
3247_vit_small_patch32_224,3247,156,0.03,10,SGD,vit_small_patch32_224,637.3468252660241,77633.59213092024,0.8334,0.8839,0.8390172432117091,0.8847543165099856,0.833908552799327,0.8841251925987399,0.9983171705561452,0.998827271918178,0.8843,0.5821184328000529,0.6906054185259894,0.0,0.0,48000,08,480000
3248_vit_small_patch32_224,3248,156,0.03,10,SGD,vit_small_patch32_224,632.4544554189779,76995.36652425409,0.8411,0.8832,0.8475967073117979,0.8816691655032478,0.8394206000634776,0.8818674491419813,0.9983949482134664,0.9988202010782432,0.8786,0.5974738358187407,0.6858913767505292,0.0,0.0,48000,08,480000
3249_vit_small_patch32_224,3249,156,0.03,10,SGD,vit_small_patch32_224,638.8413182960358,77779.95546130561,0.837,0.8811,0.8434475764776753,0.8813842086107815,0.8372091723869596,0.8811952969898982,0.998353534161,0.9987989890290976,0.8846,0.5900677650785903,0.6835034816443941,0.0,0.0,48000,08,480000
44441_vit_b_32,44441,128,0.03,10,SGD,vit_b_32,925.239375834004,151895.78566765273,0.7406,0.8534,0.7537197343952129,0.8535241590896803,0.7388014482915808,0.852986178605641,0.9973797959188174,0.998519190754428,0.8606,0.4113219619375177,0.6203929687880505,0.0,0.0,48000,08,480000
444410_vit_b_32,444410,128,0.03,10,SGD,vit_b_32,911.2775726580004,150382.2512126052,0.7411,0.8619,0.7540673664191324,0.8618079391230076,0.7418578328256429,0.8618759609309531,0.9973848464492592,0.9986050494192455,0.8624,0.413495142121275,0.6393017551112216,0.0,0.0,48000,08,480000
44442_vit_b_32,44442,128,0.03,10,SGD,vit_b_32,913.259596125994,150307.50661396954,0.7375,0.8602,0.7496365144135692,0.8602837507999637,0.7385626332255042,0.8605560299071461,0.997348482665508,0.9985878776252878,0.8624,0.4072368034083162,0.6359260267127,0.0,0.0,48000,08,480000
44443_vit_b_32,44443,128,0.03,10,SGD,vit_b_32,914.0563583449984,150525.73942512696,0.7335,0.8626,0.7544823402652249,0.8632474999857453,0.7330460442727484,0.8631506780924917,0.9973080787895668,0.9986121201714312,0.8614,0.4045850107000863,0.6418421469966443,0.0,0.0,48000,08,480000
44444_vit_b_32,44444,128,0.03,10,SGD,vit_b_32,899.9531962329929,149093.51090095297,0.7364,0.8583,0.7574920550755031,0.8575180604734477,0.7359461813802283,0.8567769026116124,0.9973373713978672,0.9985686856110688,0.8651,0.4094303296288413,0.629691862563045,0.0,0.0,48000,08,480000
44445_vit_b_32,44445,128,0.03,10,SGD,vit_b_32,896.7434539700043,148827.79213716058,0.7349,0.8585,0.7481545357592863,0.8584521957774613,0.7333406407698914,0.8587368539900492,0.9973222201395704,0.9985707059590692,0.866,0.4021247551239148,0.6319683642880453,0.0,0.0,48000,08,480000
44446_vit_b_32,44446,128,0.03,10,SGD,vit_b_32,899.7897686540091,149196.63371247792,0.7405,0.8572,0.7538547711933969,0.8551860056105072,0.7369175629506508,0.8566961256056774,0.9973787848842404,0.9985575741097092,0.8622,0.4102908049256552,0.6271084615753353,0.0,0.0,48000,08,480000
44447_vit_b_32,44447,128,0.03,10,SGD,vit_b_32,912.4988342619909,150740.35732317888,0.7302,0.8569,0.742253144020421,0.856151228125071,0.7315331898272565,0.8570851589990851,0.997274745321832,0.9985545443126544,0.8613,0.3954055224813835,0.62787963095348,0.0,0.0,48000,08,480000
44448_vit_b_32,44448,128,0.03,10,SGD,vit_b_32,901.9445216659952,149292.11293396848,0.746,0.8633,0.7583317565282058,0.8633314441720372,0.7444805826306832,0.8631737888429383,0.9974343413577712,0.9986191908016036,0.8592,0.4200836343098186,0.6424472164879071,0.0,0.0,48000,08,480000
44449_vit_b_32,44449,128,0.03,10,SGD,vit_b_32,914.572454232999,150817.5930842507,0.7289,0.8575,0.7500417317009161,0.8589355816362106,0.7326933655040019,0.8585593216436866,0.9972616141043676,0.9985606049792416,0.8622,0.3994705246188886,0.6314507142107578,0.0,0.0,48000,08,480000
30471_vit_small_patch16_224,30471,128,0.03,10,SGD,vit_small_patch16_224,967.2433802508748,163914.3527226401,0.8613,0.9015,0.8652063474799649,0.9016067489220372,0.8604776593862336,0.9006338233404678,0.9985989888299788,0.9990050497458752,0.905,0.6403314979232708,0.7313054691665541,0.0,0.0,48000,08,480000
30472_vit_small_patch16_224,30472,128,0.03,10,SGD,vit_small_patch16_224,945.2425363857764,162060.5799268668,0.8649,0.9011,0.8683882635310971,0.9012172253865002,0.8641376660795039,0.9009434065279338,0.9986353523488722,0.999001009232446,0.9071,0.6481413274133578,0.730913379757505,0.0,0.0,48000,08,480000
30473_vit_small_patch16_224,30473,128,0.03,10,SGD,vit_small_patch16_224,959.0359641239048,162806.59828190014,0.8698,0.9074,0.876458678618113,0.9066439780218184,0.8686173861705452,0.9068689372641464,0.9986848472784045,0.9990646456066072,0.9047,0.6613141685509278,0.7453730278085268,0.0,0.0,48000,08,480000
30474_vit_small_patch16_224,30474,128,0.03,10,SGD,vit_small_patch16_224,958.365108323982,162674.0713101953,0.8594,0.8989,0.8659085365368471,0.8987543658643876,0.8595048748193278,0.8992015043602044,0.9985797969139336,0.9989787871123664,0.907,0.6387023144959025,0.7257143062405765,0.0,0.0,48000,08,480000
30475_vit_small_patch16_224,30475,128,0.03,10,SGD,vit_small_patch16_224,960.6647246291396,163092.1968047023,0.8592,0.9063,0.8734750368163283,0.906780892987599,0.8612005861534695,0.9071815235063538,0.9985777763068576,0.9990535343746632,0.9068,0.645402999241991,0.7448302344192567,0.0,0.0,48000,08,480000
30476_vit_small_patch16_224,30476,128,0.03,10,SGD,vit_small_patch16_224,964.29915560293,163483.98027790716,0.8656,0.9001,0.8711212828451385,0.9005080940728927,0.8656796251021268,0.9004078483297506,0.9986424234121676,0.9989909084737764,0.9061,0.6518731293264284,0.729086723915562,0.0,0.0,48000,08,480000
30477_vit_small_patch16_224,30477,128,0.03,10,SGD,vit_small_patch16_224,950.3480406180024,162500.39608680469,0.8615,0.9007,0.8694305023008364,0.9010849860093146,0.8621387639347762,0.9008322151226156,0.998601009135811,0.9989969690049532,0.9049,0.6448509253795061,0.7303886160521695,0.0,0.0,48000,08,480000
30478_vit_small_patch16_224,30478,128,0.03,10,SGD,vit_small_patch16_224,946.0704346538988,162209.40605569477,0.8596,0.9063,0.8699749821474011,0.905260108796341,0.8582861302454086,0.9051437731440112,0.9985818170495322,0.9990535345978716,0.9058,0.6409422770051736,0.7419107978333724,0.0,0.0,48000,08,480000
30479_vit_small_patch16_224,30479,128,0.03,10,SGD,vit_small_patch16_224,958.0663558070082,163034.7234611724,0.8586,0.9013,0.8673035242249608,0.9011714101741154,0.8591616141646338,0.9015259363388398,0.9985717161372112,0.9990030295809246,0.909,0.6388753344744132,0.7315125934129018,0.0,0.0,48000,08,480000
30481_vit_small_patch16_224,30481,256,0.03,10,SGD,vit_small_patch16_224,962.32406256604,163314.96550533432,0.852,0.9013,0.8529287079484225,0.9011853780269016,0.8509276420362736,0.9003812530015836,0.9985050493643608,0.9990030295423136,0.9044,0.6174406580917808,0.73059510278115,0.0,0.0,48000,08,480000
30482_vit_small_patch16_224,30482,256,0.03,10,SGD,vit_small_patch16_224,953.0709932711908,162384.3417565433,0.8476,0.9022,0.8489187502821676,0.902063978005917,0.8479145210900276,0.9018896102060882,0.9984606047221918,0.9990121203532176,0.906,0.6091722073425174,0.7332706537736995,0.0,0.0,48000,08,480000
30483_vit_small_patch16_224,30483,256,0.03,10,SGD,vit_small_patch16_224,957.2358147630002,162979.86705475717,0.8547,0.9051,0.8585956447997117,0.9039095240569928,0.8538415916073006,0.9045677897921824,0.9985323218859612,0.9990414132620627,0.9029,0.6256649386255733,0.7393432935573542,0.0,0.0,48000,08,480000
30484_vit_small_patch16_224,30484,256,0.03,10,SGD,vit_small_patch16_224,953.0757409739308,162662.7811746996,0.8359,0.8965,0.841293285348741,0.8963811593498952,0.8372044532328602,0.8969510021687356,0.9983424229984104,0.99895454466993,0.9051,0.5877772922282,0.7200413874378853,0.0,0.0,48000,08,480000
30485_vit_small_patch16_224,30485,256,0.03,10,SGD,vit_small_patch16_224,938.2237070188858,160769.24141016096,0.8521,0.9044,0.8582078962041148,0.9046132101134576,0.8526226280700623,0.9051081460227016,0.998506059060968,0.9990343424356224,0.9031,0.6225734991856817,0.7397830395835681,0.0,0.0,48000,08,480000
30486_vit_small_patch16_224,30486,256,0.03,10,SGD,vit_small_patch16_224,945.311069544172,161616.14908407145,0.8467,0.9004,0.8500437498959482,0.900848234667391,0.846775290479345,0.9005320289285413,0.9984515142045036,0.9989939387786598,0.9058,0.6085075831135757,0.7297080464520173,0.0,0.0,48000,08,480000
30487_vit_small_patch16_224,30487,256,0.03,10,SGD,vit_small_patch16_224,950.2501351530664,162131.56830341712,0.857,0.9028,0.8600890907970229,0.9034704380658448,0.857643367821684,0.9030524695098524,0.9985555545589964,0.9990181811408004,0.9027,0.6312526677173453,0.7358543708543631,0.0,0.0,48000,08,480000
30488_vit_small_patch16_224,30488,256,0.03,10,SGD,vit_small_patch16_224,936.3454356391449,160541.99720480555,0.8489,0.907,0.8515724921020618,0.9061517962877652,0.8472609579088128,0.9061045330250114,0.998473736155159,0.9990606053105876,0.9043,0.6115500385560004,0.7440093273655731,0.0,0.0,48000,08,480000
30489_vit_small_patch16_224,30489,256,0.03,10,SGD,vit_small_patch16_224,957.3836835029068,162905.0629298357,0.8468,0.902,0.8493706684264185,0.902305815213121,0.8473749069586021,0.9023668499397548,0.9984525241316882,0.9990101002931164,0.9057,0.6085287861070361,0.7336911918996392,0.0,0.0,48000,08,480000
30491_vit_small_patch16_224,30491,64,0.03,10,SGD,vit_small_patch16_224,946.6768988010008,163107.36901552213,0.8431,0.9006,0.8528333041740407,0.9009605379595514,0.8425183982221144,0.899684076922931,0.9984151503058664,0.998995958829848,0.9006,0.6048306582272416,0.7292752545540218,0.0,0.0,48000,08,480000
30492_vit_small_patch16_224,30492,64,0.03,10,SGD,vit_small_patch16_224,945.3850061080884,162943.74821320092,0.8468,0.9009,0.8570934128637944,0.9008625157293564,0.8474451392229593,0.9008999197129904,0.9984525239070852,0.9989989890286696,0.9008,0.614112615259323,0.7304268016749632,0.0,0.0,48000,08,480000
30493_vit_small_patch16_224,30493,64,0.03,10,SGD,vit_small_patch16_224,943.140190249076,162758.6255381832,0.8434,0.8981,0.8531348981765875,0.8969504195239593,0.8438467922672716,0.8977932575188312,0.9984181803671132,0.9989707061264932,0.9014,0.606215991540697,0.7224740063262673,0.0,0.0,48000,08,480000
30494_vit_small_patch16_224,30494,64,0.03,10,SGD,vit_small_patch16_224,946.7869927599096,163140.37448681772,0.8307,0.8978,0.8481317918372077,0.8978892163383727,0.8303986425574483,0.8980236211921667,0.9982898977064648,0.998967675992916,0.9041,0.5840511187109808,0.7231719171340911,0.0,0.0,48000,08,480000
30495_vit_small_patch16_224,30495,64,0.03,10,SGD,vit_small_patch16_224,952.4229314420372,163615.40892933373,0.8334,0.9026,0.8509037004911316,0.9031005516004474,0.835315667476414,0.9033727859405,0.9983171699767224,0.999016160598636,0.9008,0.5913615401936071,0.7356495162092092,0.0,0.0,48000,08,480000
30496_vit_small_patch16_224,30496,64,0.03,10,SGD,vit_small_patch16_224,949.2464217869564,163209.62873120976,0.8418,0.8979,0.8535539771085362,0.8988730228430063,0.8430246136861601,0.8979646907959515,0.9984020192247388,0.9989686862379636,0.8976,0.6047635632346994,0.7239981442291032,0.0,0.0,48000,08,480000
30497_vit_small_patch16_224,30497,64,0.03,10,SGD,vit_small_patch16_224,951.574817998102,163520.21299195694,0.8441,0.8992,0.859584245619393,0.8993436901644455,0.8450570356225322,0.8991985295718236,0.9984252514387938,0.9989818174793486,0.9001,0.6121867500657241,0.7264323260254018,0.0,0.0,48000,08,480000
30498_vit_small_patch16_224,30498,64,0.03,10,SGD,vit_small_patch16_224,948.0711193759926,163256.61781270226,0.842,0.9045,0.8560155838346233,0.9032554681879608,0.8409308117178825,0.903309145242429,0.9984040391298156,0.9990353527651732,0.9048,0.6051462651690677,0.737286759202062,0.0,0.0,48000,08,480000
30499_vit_small_patch16_224,30499,64,0.03,10,SGD,vit_small_patch16_224,948.5516482489184,163470.78472019976,0.849,0.9005,0.8570108084603645,0.9009496162856898,0.849291687400001,0.900603783515402,0.998474746370006,0.9989949487669908,0.903,0.6170039550241337,0.7299301139562023,0.0,0.0,48000,08,480000
30501_vit_small_patch16_224,30501,128,0.01,10,SGD,vit_small_patch16_224,950.6798613988794,162130.05884421972,0.8521,0.895,0.8523212007926483,0.8945106940182243,0.8507825901357857,0.8941403440437167,0.9985060594661418,0.9989393931301208,0.8983,0.6169687334478351,0.7150779773804935,0.0,0.0,48000,08,480000
